 #  SO virial mass [solar mass]  red-shift  b 
  4.1079495723E+12  1.2572075261E-01  1.0027828505E+00
  4.1079495723E+12  1.3575339814E-01  1.0069553735E+00
  4.1079495723E+12  1.4658665911E-01  1.0115327528E+00
  4.1079495723E+12  1.5828442547E-01  1.0165597785E+00
  4.1079495723E+12  1.7091568562E-01  1.0220870360E+00
  4.1079495723E+12  1.8455493335E-01  1.0281717778E+00
  4.1079495723E+12  1.9928260709E-01  1.0348789417E+00
  4.1079495723E+12  2.1518556436E-01  1.0422823463E+00
  4.1079495723E+12  2.3235759400E-01  1.0504660966E+00
  4.1079495723E+12  2.5089996929E-01  1.0595262378E+00
  4.1079495723E+12  2.7092204523E-01  1.0695727065E+00
  4.1079495723E+12  2.9254190344E-01  1.0807316392E+00
  4.1079495723E+12  3.1588704860E-01  1.0931481050E+00
  4.1079495723E+12  3.4109516039E-01  1.1069893445E+00
  4.1079495723E+12  3.6831490545E-01  1.1224486175E+00
  4.1079495723E+12  3.9770681421E-01  1.1397497993E+00
  4.1079495723E+12  4.2944422755E-01  1.1591528615E+00
  4.1079495723E+12  4.6371431916E-01  1.1809604256E+00
  4.1079495723E+12  5.0071919938E-01  1.2055255832E+00
  4.1079495723E+12  5.4067710714E-01  1.2332612671E+00
  4.1079495723E+12  5.8382369709E-01  1.2646515576E+00
  4.1079495723E+12  6.3041342936E-01  1.3002652618E+00
  4.1079495723E+12  6.8072107024E-01  1.3407721750E+00
  4.1079495723E+12  7.3504331267E-01  1.3869627809E+00
  4.1079495723E+12  7.9370052598E-01  1.4397721081E+00
  4.1079495723E+12  8.5703864533E-01  1.5003083516E+00
  4.1079495723E+12  9.2543121183E-01  1.5698877791E+00
  4.1079495723E+12  9.9928157557E-01  1.6500770245E+00
  4.1079495723E+12  1.0790252744E+00  1.7427442554E+00
  4.1079495723E+12  1.1651326025E+00  1.8501219251E+00
  4.1079495723E+12  1.2581113840E+00  1.9748825950E+00
  4.1079495723E+12  1.3585099681E+00  2.1202323111E+00
  4.1079495723E+12  1.4669204626E+00  2.2900239073E+00
  4.1079495723E+12  1.5839822262E+00  2.4888966522E+00
  4.1079495723E+12  1.7103856391E+00  2.7224468378E+00
  4.1079495723E+12  1.8468761745E+00  2.9974375978E+00
  4.1079495723E+12  1.9942587952E+00  3.3220573502E+00
  4.1079495723E+12  2.1534027008E+00  3.7062373446E+00
  4.1079495723E+12  2.3252464539E+00  4.1620439787E+00
  4.1079495723E+12  2.5108035155E+00  4.7041633331E+00
  4.1079495723E+12  2.7111682218E+00  5.3504999660E+00
  4.1079495723E+12  2.9275222379E+00  6.1229182260E+00
  4.1079495723E+12  3.1611415273E+00  7.0481616093E+00
  4.1079495723E+12  3.4134038766E+00  8.1589936450E+00
  4.1079495723E+12  3.6857970212E+00  9.4956153894E+00
  4.1079495723E+12  3.9799274192E+00  1.1107428902E+01
  4.1079495723E+12  4.2975297259E+00  1.3055233636E+01
  4.1079495723E+12  4.6404770237E+00  1.5413965161E+01
  4.1079495723E+12  5.0107918691E+00  1.8276114070E+01
  4.1079495723E+12  5.4106582205E+00  2.1755998772E+01
  4.1079495723E+12  5.8424343185E+00  2.5995111406E+01
  4.1079495723E+12  6.3086665938E+00  3.1168813808E+01
  4.1079495723E+12  6.8121046848E+00  3.7494733637E+01
  4.1079495723E+12  7.3557176540E+00  4.5243303796E+01
  4.1079495723E+12  7.9427114979E+00  5.4751006707E+01
  4.1079495723E+12  8.5765480550E+00  6.6437035294E+01
  4.1079495723E+12  9.2609654221E+00  8.0824274727E+01
  4.1079495723E+12  1.0000000000E+01  9.8565754514E+01
  5.2686033999E+12  5.0000000000E-03  9.8349421886E-01
  5.2686033999E+12  5.3990051491E-03  9.8364384216E-01
  5.2686033999E+12  5.8298513201E-03  9.8380552245E-01
  5.2686033999E+12  6.2950794591E-03  9.8398024132E-01
  5.2686033999E+12  6.7974332828E-03  9.8416906193E-01
  5.2686033999E+12  7.3398754590E-03  9.8437313605E-01
  5.2686033999E+12  7.9256050794E-03  9.8459371177E-01
  5.2686033999E+12  8.5580765267E-03  9.8483214191E-01
  5.2686033999E+12  9.2410198469E-03  9.8508989323E-01
  5.2686033999E+12  9.9784627473E-03  9.8536855654E-01
  5.2686033999E+12  1.0774754351E-02  9.8566985775E-01
  5.2686033999E+12  1.1634590844E-02  9.8599567003E-01
  5.2686033999E+12  1.2563043175E-02  9.8634802714E-01
  5.2686033999E+12  1.3565586958E-02  9.8672913810E-01
  5.2686033999E+12  1.4648134767E-02  9.8714140336E-01
  5.2686033999E+12  1.5817071007E-02  9.8758743260E-01
  5.2686033999E+12  1.7079289562E-02  9.8807006440E-01
  5.2686033999E+12  1.8442234458E-02  9.8859238795E-01
  5.2686033999E+12  1.9913943760E-02  9.8915776711E-01
  5.2686033999E+12  2.1503096980E-02  9.8976986704E-01
  5.2686033999E+12  2.3219066263E-02  9.9043268381E-01
  5.2686033999E+12  2.5071971662E-02  9.9115057719E-01
  5.2686033999E+12  2.7072740821E-02  9.9192830732E-01
  5.2686033999E+12  2.9233173419E-02  9.9277107548E-01
  5.2686033999E+12  3.1566010763E-02  9.9368456959E-01
  5.2686033999E+12  3.4085010929E-02  9.9467501526E-01
  5.2686033999E+12  3.6805029903E-02  9.9574923281E-01
  5.2686033999E+12  3.9742109192E-02  9.9691470141E-01
  5.2686033999E+12  4.2913570433E-02  9.9817963109E-01
  5.2686033999E+12  4.6338117547E-02  9.9955304400E-01
  5.2686033999E+12  5.0035947047E-02  1.0010448660E+00
  5.2686033999E+12  5.4028867150E-02  1.0026660300E+00
  5.2686033999E+12  5.8340426388E-02  1.0044285939E+00
  5.2686033999E+12  6.2996052495E-02  1.0063458731E+00
  5.2686033999E+12  6.8023202359E-02  1.0084325922E+00
  5.2686033999E+12  7.3451523959E-02  1.0107050576E+00
  5.2686033999E+12  7.9313031213E-02  1.0131813546E+00
  5.2686033999E+12  8.5642292783E-02  1.0158815721E+00
  5.2686033999E+12  9.2476635943E-02  1.0188280618E+00
  5.2686033999E+12  9.9856366727E-02  1.0220457338E+00
  5.2686033999E+12  1.0782500763E-01  1.0255623989E+00
  5.2686033999E+12  1.1642955428E-01  1.0294091612E+00
  5.2686033999E+12  1.2572075261E-01  1.0336208743E+00
  5.2686033999E+12  1.3575339814E-01  1.0382366675E+00
  5.2686033999E+12  1.4658665911E-01  1.0433005572E+00
  5.2686033999E+12  1.5828442547E-01  1.0488621585E+00
  5.2686033999E+12  1.7091568562E-01  1.0549775137E+00
  5.2686033999E+12  1.8455493335E-01  1.0617100595E+00
  5.2686033999E+12  1.9928260709E-01  1.0691317591E+00
  5.2686033999E+12  2.1518556436E-01  1.0773244308E+00
  5.2686033999E+12  2.3235759400E-01  1.0863813096E+00
  5.2686033999E+12  2.5089996929E-01  1.0964088870E+00
  5.2686033999E+12  2.7092204523E-01  1.1075290803E+00
  5.2686033999E+12  2.9254190344E-01  1.1198818022E+00
  5.2686033999E+12  3.1588704860E-01  1.1336280008E+00
  5.2686033999E+12  3.4109516039E-01  1.1489532646E+00
  5.2686033999E+12  3.6831490545E-01  1.1660721097E+00
  5.2686033999E+12  3.9770681421E-01  1.1852331041E+00
  5.2686033999E+12  4.2944422755E-01  1.2067249773E+00
  5.2686033999E+12  4.6371431916E-01  1.2308839290E+00
  5.2686033999E+12  5.0071919938E-01  1.2581023468E+00
  5.2686033999E+12  5.4067710714E-01  1.2888392816E+00
  5.2686033999E+12  5.8382369709E-01  1.3236330799E+00
  5.2686033999E+12  6.3041342936E-01  1.3631165520E+00
  5.2686033999E+12  6.8072107024E-01  1.4080351445E+00
  5.2686033999E+12  7.3504331267E-01  1.4592690249E+00
  5.2686033999E+12  7.9370052598E-01  1.5178597654E+00
  5.2686033999E+12  8.5703864533E-01  1.5850423896E+00
  5.2686033999E+12  9.2543121183E-01  1.6622845863E+00
  5.2686033999E+12  9.9928157557E-01  1.7513340437E+00
  5.2686033999E+12  1.0790252744E+00  1.8542760179E+00
  5.2686033999E+12  1.1651326025E+00  1.9736037205E+00
  5.2686033999E+12  1.2581113840E+00  2.1123036645E+00
  5.2686033999E+12  1.3585099681E+00  2.2739606113E+00
  5.2686033999E+12  1.4669204626E+00  2.4628853093E+00
  5.2686033999E+12  1.5839822262E+00  2.6842716031E+00
  5.2686033999E+12  1.7103856391E+00  2.9443891576E+00
  5.2686033999E+12  1.8468761745E+00  3.2508199292E+00
  5.2686033999E+12  1.9942587952E+00  3.6127502531E+00
  5.2686033999E+12  2.1534027008E+00  4.0413300793E+00
  5.2686033999E+12  2.3252464539E+00  4.5501165449E+00
  5.2686033999E+12  2.5108035155E+00  5.1556229369E+00
  5.2686033999E+12  2.7111682218E+00  5.8779976821E+00
  5.2686033999E+12  2.9275222379E+00  6.7418656837E+00
  5.2686033999E+12  3.1611415273E+00  7.7773724027E+00
  5.2686033999E+12  3.4134038766E+00  9.0214812685E+00
  5.2686033999E+12  3.6857970212E+00  1.0519587325E+01
  5.2686033999E+12  3.9799274192E+00  1.2327526751E+01
  5.2686033999E+12  4.2975297259E+00  1.4514082457E+01
  5.2686033999E+12  4.6404770237E+00  1.7164111908E+01
  5.2686033999E+12  5.0107918691E+00  2.0382456202E+01
  5.2686033999E+12  5.4106582205E+00  2.4298831190E+01
  5.2686033999E+12  5.8424343185E+00  2.9073954340E+01
  5.2686033999E+12  6.3086665938E+00  3.4907228262E+01
  5.2686033999E+12  6.8121046848E+00  4.2046387216E+01
  5.2686033999E+12  7.3557176540E+00  5.0799621589E+01
  5.2686033999E+12  7.9427114979E+00  6.1550833829E+01
  5.2686033999E+12  8.5765480550E+00  7.4778856250E+01
  5.2686033999E+12  9.2609654221E+00  9.1081685515E+01
  5.2686033999E+12  1.0000000000E+01  1.1120707353E+02
  6.7571865958E+12  5.0000000000E-03  1.0127797933E+00
  6.7571865958E+12  5.3990051491E-03  1.0129455587E+00
  6.7571865958E+12  5.8298513201E-03  1.0131246823E+00
  6.7571865958E+12  6.2950794591E-03  1.0133182514E+00
  6.7571865958E+12  6.7974332828E-03  1.0135274442E+00
  6.7571865958E+12  7.3398754590E-03  1.0137535368E+00
  6.7571865958E+12  7.9256050794E-03  1.0139979120E+00
  6.7571865958E+12  8.5580765267E-03  1.0142620687E+00
  6.7571865958E+12  9.2410198469E-03  1.0145476322E+00
  6.7571865958E+12  9.9784627473E-03  1.0148563651E+00
  6.7571865958E+12  1.0774754351E-02  1.0151901798E+00
  6.7571865958E+12  1.1634590844E-02  1.0155511518E+00
  6.7571865958E+12  1.2563043175E-02  1.0159415348E+00
  6.7571865958E+12  1.3565586958E-02  1.0163637765E+00
  6.7571865958E+12  1.4648134767E-02  1.0168205369E+00
  6.7571865958E+12  1.5817071007E-02  1.0173147078E+00
  6.7571865958E+12  1.7079289562E-02  1.0178494347E+00
  6.7571865958E+12  1.8442234458E-02  1.0184281410E+00
  6.7571865958E+12  1.9913943760E-02  1.0190545545E+00
  6.7571865958E+12  2.1503096980E-02  1.0197327370E+00
  6.7571865958E+12  2.3219066263E-02  1.0204671171E+00
  6.7571865958E+12  2.5071971662E-02  1.0212625266E+00
  6.7571865958E+12  2.7072740821E-02  1.0221242411E+00
  6.7571865958E+12  2.9233173419E-02  1.0230580255E+00
  6.7571865958E+12  3.1566010763E-02  1.0240701841E+00
  6.7571865958E+12  3.4085010929E-02  1.0251676173E+00
  6.7571865958E+12  3.6805029903E-02  1.0263578852E+00
  6.7571865958E+12  3.9742109192E-02  1.0276492785E+00
  6.7571865958E+12  4.2913570433E-02  1.0290508983E+00
  6.7571865958E+12  4.6338117547E-02  1.0305727464E+00
  6.7571865958E+12  5.0035947047E-02  1.0322258272E+00
  6.7571865958E+12  5.4028867150E-02  1.0340222622E+00
  6.7571865958E+12  5.8340426388E-02  1.0359754206E+00
  6.7571865958E+12  6.2996052495E-02  1.0381000671E+00
  6.7571865958E+12  6.8023202359E-02  1.0404125299E+00
  6.7571865958E+12  7.3451523959E-02  1.0429308926E+00
  6.7571865958E+12  7.9313031213E-02  1.0456752127E+00
  6.7571865958E+12  8.5642292783E-02  1.0486677722E+00
  6.7571865958E+12  9.2476635943E-02  1.0519333642E+00
  6.7571865958E+12  9.9856366727E-02  1.0554996228E+00
  6.7571865958E+12  1.0782500763E-01  1.0593974023E+00
  6.7571865958E+12  1.1642955428E-01  1.0636612149E+00
  6.7571865958E+12  1.2572075261E-01  1.0683297368E+00
  6.7571865958E+12  1.3575339814E-01  1.0734463940E+00
  6.7571865958E+12  1.4658665911E-01  1.0790600424E+00
  6.7571865958E+12  1.5828442547E-01  1.0852257592E+00
  6.7571865958E+12  1.7091568562E-01  1.0920057650E+00
  6.7571865958E+12  1.8455493335E-01  1.0994705003E+00
  6.7571865958E+12  1.9928260709E-01  1.1076998859E+00
  6.7571865958E+12  2.1518556436E-01  1.1167848030E+00
  6.7571865958E+12  2.3235759400E-01  1.1268288333E+00
  6.7571865958E+12  2.5089996929E-01  1.1379503081E+00
  6.7571865958E+12  2.7092204523E-01  1.1502847287E+00
  6.7571865958E+12  2.9254190344E-01  1.1639876299E+00
  6.7571865958E+12  3.1588704860E-01  1.1792379726E+00
  6.7571865958E+12  3.4109516039E-01  1.1962421632E+00
  6.7571865958E+12  3.6831490545E-01  1.2152388456E+00
  6.7571865958E+12  3.9770681421E-01  1.2365046238E+00
  6.7571865958E+12  4.2944422755E-01  1.2603608915E+00
  6.7571865958E+12  4.6371431916E-01  1.2871819998E+00
  6.7571865958E+12  5.0071919938E-01  1.3174050004E+00
  6.7571865958E+12  5.4067710714E-01  1.3515413869E+00
  6.7571865958E+12  5.8382369709E-01  1.3901912414E+00
  6.7571865958E+12  6.3041342936E-01  1.4340602108E+00
  6.7571865958E+12  6.8072107024E-01  1.4839798825E+00
  6.7571865958E+12  7.3504331267E-01  1.5409325972E+00
  6.7571865958E+12  7.9370052598E-01  1.6060813528E+00
  6.7571865958E+12  8.5703864533E-01  1.6808058145E+00
  6.7571865958E+12  9.2543121183E-01  1.7667464504E+00
  6.7571865958E+12  9.9928157557E-01  1.8658576466E+00
  6.7571865958E+12  1.0790252744E+00  1.9804726839E+00
  6.7571865958E+12  1.1651326025E+00  2.1133828218E+00
  6.7571865958E+12  1.2581113840E+00  2.2679337355E+00
  6.7571865958E+12  1.3585099681E+00  2.4481436455E+00
  6.7571865958E+12  1.4669204626E+00  2.6588478648E+00
  6.7571865958E+12  1.5839822262E+00  2.9058759463E+00
  6.7571865958E+12  1.7103856391E+00  3.1962699921E+00
  6.7571865958E+12  1.8468761745E+00  3.5385521090E+00
  6.7571865958E+12  1.9942587952E+00  3.9430551845E+00
  6.7571865958E+12  2.1534027008E+00  4.4223305652E+00
  6.7571865958E+12  2.3252464539E+00  4.9916512581E+00
  6.7571865958E+12  2.5108035155E+00  5.6696353935E+00
  6.7571865958E+12  2.7111682218E+00  6.4790184967E+00
  6.7571865958E+12  2.9275222379E+00  7.4476112650E+00
  6.7571865958E+12  3.1611415273E+00  8.6094891573E+00
  6.7571865958E+12  3.4134038766E+00  1.0006472064E+01
  6.7571865958E+12  3.6857970212E+00  1.1689966975E+01
  6.7571865958E+12  3.9799274192E+00  1.3723265168E+01
  6.7571865958E+12  4.2975297259E+00  1.6184409723E+01
  6.7571865958E+12  4.6404770237E+00  1.9169779241E+01
  6.7571865958E+12  5.0107918691E+00  2.2798572032E+01
  6.7571865958E+12  5.4106582205E+00  2.7218423652E+01
  6.7571865958E+12  5.8424343185E+00  3.2612452446E+01
  6.7571865958E+12  6.3086665938E+00  3.9208106343E+01
  6.7571865958E+12  6.8121046848E+00  4.7288284323E+01
  6.7571865958E+12  7.3557176540E+00  5.7205333344E+01
  6.7571865958E+12  7.9427114979E+00  6.9398684359E+01
  6.7571865958E+12  8.5765480550E+00  8.4417097853E+01
  6.7571865958E+12  9.2609654221E+00  1.0294675263E+02
  6.7571865958E+12  1.0000000000E+01  1.2584675748E+02
  8.6663518250E+12  5.0000000000E-03  1.0457903001E+00
  8.6663518250E+12  5.3990051491E-03  1.0459743335E+00
  8.6663518250E+12  5.8298513201E-03  1.0461731974E+00
  8.6663518250E+12  6.2950794591E-03  1.0463880995E+00
  8.6663518250E+12  6.7974332828E-03  1.0466203475E+00
  8.6663518250E+12  7.3398754590E-03  1.0468713584E+00
  8.6663518250E+12  7.9256050794E-03  1.0471426676E+00
  8.6663518250E+12  8.5580765267E-03  1.0474359394E+00
  8.6663518250E+12  9.2410198469E-03  1.0477529784E+00
  8.6663518250E+12  9.9784627473E-03  1.0480957418E+00
  8.6663518250E+12  1.0774754351E-02  1.0484663529E+00
  8.6663518250E+12  1.1634590844E-02  1.0488671165E+00
  8.6663518250E+12  1.2563043175E-02  1.0493005349E+00
  8.6663518250E+12  1.3565586958E-02  1.0497693262E+00
  8.6663518250E+12  1.4648134767E-02  1.0502764442E+00
  8.6663518250E+12  1.5817071007E-02  1.0508251000E+00
  8.6663518250E+12  1.7079289562E-02  1.0514187867E+00
  8.6663518250E+12  1.8442234458E-02  1.0520613060E+00
  8.6663518250E+12  1.9913943760E-02  1.0527567977E+00
  8.6663518250E+12  2.1503096980E-02  1.0535097727E+00
  8.6663518250E+12  2.3219066263E-02  1.0543251492E+00
  8.6663518250E+12  2.5071971662E-02  1.0552082936E+00
  8.6663518250E+12  2.7072740821E-02  1.0561650652E+00
  8.6663518250E+12  2.9233173419E-02  1.0572018669E+00
  8.6663518250E+12  3.1566010763E-02  1.0583257012E+00
  8.6663518250E+12  3.4085010929E-02  1.0595442327E+00
  8.6663518250E+12  3.6805029903E-02  1.0608658593E+00
  8.6663518250E+12  3.9742109192E-02  1.0622997905E+00
  8.6663518250E+12  4.2913570433E-02  1.0638561370E+00
  8.6663518250E+12  4.6338117547E-02  1.0655460104E+00
  8.6663518250E+12  5.0035947047E-02  1.0673816367E+00
  8.6663518250E+12  5.4028867150E-02  1.0693764838E+00
  8.6663518250E+12  5.8340426388E-02  1.0715454069E+00
  8.6663518250E+12  6.2996052495E-02  1.0739048126E+00
  8.6663518250E+12  6.8023202359E-02  1.0764728465E+00
  8.6663518250E+12  7.3451523959E-02  1.0792696061E+00
  8.6663518250E+12  7.9313031213E-02  1.0823173844E+00
  8.6663518250E+12  8.5642292783E-02  1.0856409491E+00
  8.6663518250E+12  9.2476635943E-02  1.0892678613E+00
  8.6663518250E+12  9.9856366727E-02  1.0932288432E+00
  8.6663518250E+12  1.0782500763E-01  1.0975582006E+00
  8.6663518250E+12  1.1642955428E-01  1.1022943105E+00
  8.6663518250E+12  1.2572075261E-01  1.1074801852E+00
  8.6663518250E+12  1.3575339814E-01  1.1131641250E+00
  8.6663518250E+12  1.4658665911E-01  1.1194004768E+00
  8.6663518250E+12  1.5828442547E-01  1.1262505163E+00
  8.6663518250E+12  1.7091568562E-01  1.1337834767E+00
  8.6663518250E+12  1.8455493335E-01  1.1420777492E+00
  8.6663518250E+12  1.9928260709E-01  1.1512222903E+00
  8.6663518250E+12  2.1518556436E-01  1.1613182743E+00
  8.6663518250E+12  2.3235759400E-01  1.1724810365E+00
  8.6663518250E+12  2.5089996929E-01  1.1848423616E+00
  8.6663518250E+12  2.7092204523E-01  1.1985531896E+00
  8.6663518250E+12  2.9254190344E-01  1.2137868161E+00
  8.6663518250E+12  3.1588704860E-01  1.2307426849E+00
  8.6663518250E+12  3.4109516039E-01  1.2496508833E+00
  8.6663518250E+12  3.6831490545E-01  1.2707775101E+00
  8.6663518250E+12  3.9770681421E-01  1.2944310828E+00
  8.6663518250E+12  4.2944422755E-01  1.3209701902E+00
  8.6663518250E+12  4.6371431916E-01  1.3508126401E+00
  8.6663518250E+12  5.0071919938E-01  1.3844463807E+00
  8.6663518250E+12  5.4067710714E-01  1.4224426945E+00
  8.6663518250E+12  5.8382369709E-01  1.4654720775E+00
  8.6663518250E+12  6.3041342936E-01  1.5143232809E+00
  8.6663518250E+12  6.8072107024E-01  1.5699262361E+00
  8.6663518250E+12  7.3504331267E-01  1.6333799908E+00
  8.6663518250E+12  7.9370052598E-01  1.7059862954E+00
  8.6663518250E+12  8.5703864533E-01  1.7892902159E+00
  8.6663518250E+12  9.2543121183E-01  1.8851298945E+00
  8.6663518250E+12  9.9928157557E-01  1.9956963402E+00
  8.6663518250E+12  1.0790252744E+00  2.1236069638E+00
  8.6663518250E+12  1.1651326025E+00  2.2719946492E+00
  8.6663518250E+12  1.2581113840E+00  2.4446170737E+00
  8.6663518250E+12  1.3585099681E+00  2.6459899920E+00
  8.6663518250E+12  1.4669204626E+00  2.8815512908E+00
  8.6663518250E+12  1.5839822262E+00  3.1578613519E+00
  8.6663518250E+12  1.7103856391E+00  3.4828508568E+00
  8.6663518250E+12  1.8468761745E+00  3.8661245092E+00
  8.6663518250E+12  1.9942587952E+00  4.3193364397E+00
  8.6663518250E+12  2.1534027008E+00  4.8566541693E+00
  8.6663518250E+12  2.3252464539E+00  5.4953315809E+00
  8.6663518250E+12  2.5108035155E+00  6.2564188502E+00
  8.6663518250E+12  2.7111682218E+00  7.1656435180E+00
  8.6663518250E+12  2.9275222379E+00  8.2545041166E+00
  8.6663518250E+12  3.1611415273E+00  9.5616300501E+00
  8.6663518250E+12  3.4134038766E+00  1.1134474622E+01
  8.6663518250E+12  3.6857970212E+00  1.3031425763E+01
  8.6663518250E+12  3.9799274192E+00  1.5324440711E+01
  8.6663518250E+12  4.2975297259E+00  1.8102338566E+01
  8.6663518250E+12  4.6404770237E+00  2.1474920163E+01
  8.6663518250E+12  5.0107918691E+00  2.5578129463E+01
  8.6663518250E+12  5.4106582205E+00  3.0580527582E+01
  8.6663518250E+12  5.8424343185E+00  3.6691423024E+01
  8.6663518250E+12  6.3086665938E+00  4.4171093963E+01
  8.6663518250E+12  6.8121046848E+00  5.3343656153E+01
  8.6663518250E+12  7.3557176540E+00  6.4613279863E+01
  8.6663518250E+12  7.9427114979E+00  7.8484650298E+01
  8.6663518250E+12  8.5765480550E+00  9.5588812496E+01
  8.6663518250E+12  9.2609654221E+00  1.1671585716E+02
  8.6663518250E+12  1.0000000000E+01  1.4285630378E+02
  1.1114929696E+13  5.0000000000E-03  1.0830816927E+00
  1.1114929696E+13  5.3990051491E-03  1.0832864497E+00
  1.1114929696E+13  5.8298513201E-03  1.0835077077E+00
  1.1114929696E+13  6.2950794591E-03  1.0837468104E+00
  1.1114929696E+13  6.7974332828E-03  1.0840052131E+00
  1.1114929696E+13  7.3398754590E-03  1.0842844923E+00
  1.1114929696E+13  7.9256050794E-03  1.0845863567E+00
  1.1114929696E+13  8.5580765267E-03  1.0849126582E+00
  1.1114929696E+13  9.2410198469E-03  1.0852654047E+00
  1.1114929696E+13  9.9784627473E-03  1.0856467742E+00
  1.1114929696E+13  1.0774754351E-02  1.0860591296E+00
  1.1114929696E+13  1.1634590844E-02  1.0865050356E+00
  1.1114929696E+13  1.2563043175E-02  1.0869872768E+00
  1.1114929696E+13  1.3565586958E-02  1.0875088780E+00
  1.1114929696E+13  1.4648134767E-02  1.0880731262E+00
  1.1114929696E+13  1.5817071007E-02  1.0886835952E+00
  1.1114929696E+13  1.7079289562E-02  1.0893441725E+00
  1.1114929696E+13  1.8442234458E-02  1.0900590890E+00
  1.1114929696E+13  1.9913943760E-02  1.0908329521E+00
  1.1114929696E+13  2.1503096980E-02  1.0916707823E+00
  1.1114929696E+13  2.3219066263E-02  1.0925780537E+00
  1.1114929696E+13  2.5071971662E-02  1.0935607393E+00
  1.1114929696E+13  2.7072740821E-02  1.0946253611E+00
  1.1114929696E+13  2.9233173419E-02  1.0957790462E+00
  1.1114929696E+13  3.1566010763E-02  1.0970295894E+00
  1.1114929696E+13  3.4085010929E-02  1.0983855232E+00
  1.1114929696E+13  3.6805029903E-02  1.0998561962E+00
  1.1114929696E+13  3.9742109192E-02  1.1014518617E+00
  1.1114929696E+13  4.2913570433E-02  1.1031837763E+00
  1.1114929696E+13  4.6338117547E-02  1.1050643119E+00
  1.1114929696E+13  5.0035947047E-02  1.1071070815E+00
  1.1114929696E+13  5.4028867150E-02  1.1093270824E+00
  1.1114929696E+13  5.8340426388E-02  1.1117408574E+00
  1.1114929696E+13  6.2996052495E-02  1.1143666782E+00
  1.1114929696E+13  6.8023202359E-02  1.1172247547E+00
  1.1114929696E+13  7.3451523959E-02  1.1203374725E+00
  1.1114929696E+13  7.9313031213E-02  1.1237296647E+00
  1.1114929696E+13  8.5642292783E-02  1.1274289232E+00
  1.1114929696E+13  9.2476635943E-02  1.1314659551E+00
  1.1114929696E+13  9.9856366727E-02  1.1358749926E+00
  1.1114929696E+13  1.0782500763E-01  1.1406942649E+00
  1.1114929696E+13  1.1642955428E-01  1.1459665432E+00
  1.1114929696E+13  1.2572075261E-01  1.1517397700E+00
  1.1114929696E+13  1.3575339814E-01  1.1580677891E+00
  1.1114929696E+13  1.4658665911E-01  1.1650111932E+00
  1.1114929696E+13  1.5828442547E-01  1.1726383101E+00
  1.1114929696E+13  1.7091568562E-01  1.1810263520E+00
  1.1114929696E+13  1.8455493335E-01  1.1902627588E+00
  1.1114929696E+13  1.9928260709E-01  1.2004467730E+00
  1.1114929696E+13  2.1518556436E-01  1.2116912885E+00
  1.1114929696E+13  2.3235759400E-01  1.2241250265E+00
  1.1114929696E+13  2.5089996929E-01  1.2378950973E+00
  1.1114929696E+13  2.7092204523E-01  1.2531700328E+00
  1.1114929696E+13  2.9254190344E-01  1.2701433725E+00
  1.1114929696E+13  3.1588704860E-01  1.2890379119E+00
  1.1114929696E+13  3.4109516039E-01  1.3101107451E+00
  1.1114929696E+13  3.6831490545E-01  1.3336592939E+00
  1.1114929696E+13  3.9770681421E-01  1.3600284970E+00
  1.1114929696E+13  4.2944422755E-01  1.3896194090E+00
  1.1114929696E+13  4.6371431916E-01  1.4228994661E+00
  1.1114929696E+13  5.0071919938E-01  1.4604147711E+00
  1.1114929696E+13  5.4067710714E-01  1.5028049506E+00
  1.1114929696E+13  5.8382369709E-01  1.5508210269E+00
  1.1114929696E+13  6.3041342936E-01  1.6053468254E+00
  1.1114929696E+13  6.8072107024E-01  1.6674248584E+00
  1.1114929696E+13  7.3504331267E-01  1.7382878431E+00
  1.1114929696E+13  7.9370052598E-01  1.8193965161E+00
  1.1114929696E+13  8.5703864533E-01  1.9124856098E+00
  1.1114929696E+13  9.2543121183E-01  2.0196200375E+00
  1.1114929696E+13  9.9928157557E-01  2.1432624625E+00
  1.1114929696E+13  1.0790252744E+00  2.2863566887E+00
  1.1114929696E+13  1.1651326025E+00  2.4524283050E+00
  1.1114929696E+13  1.2581113840E+00  2.6457089335E+00
  1.1114929696E+13  1.3585099681E+00  2.8712870960E+00
  1.1114929696E+13  1.4669204626E+00  3.1352948287E+00
  1.1114929696E+13  1.5839822262E+00  3.4451352147E+00
  1.1114929696E+13  1.7103856391E+00  3.8097641565E+00
  1.1114929696E+13  1.8468761745E+00  4.2400366576E+00
  1.1114929696E+13  1.9942587952E+00  4.7491340650E+00
  1.1114929696E+13  2.1534027008E+00  5.3530935301E+00
  1.1114929696E+13  2.3252464539E+00  6.0714626066E+00
  1.1114929696E+13  2.5108035155E+00  6.9281104644E+00
  1.1114929696E+13  2.7111682218E+00  7.9522358373E+00
  1.1114929696E+13  2.9275222379E+00  9.1796200259E+00
  1.1114929696E+13  3.1611415273E+00  1.0654186281E+01
  1.1114929696E+13  3.4134038766E+00  1.2429943631E+01
  1.1114929696E+13  3.6857970212E+00  1.4573412853E+01
  1.1114929696E+13  3.9799274192E+00  1.7166658229E+01
  1.1114929696E+13  4.2975297259E+00  2.0311081122E+01
  1.1114929696E+13  4.6404770237E+00  2.4132172682E+01
  1.1114929696E+13  5.0107918691E+00  2.8785475625E+01
  1.1114929696E+13  5.4106582205E+00  3.4464071960E+01
