 #  virial mass [solar mass]    red-shift        dndM 
  3.8819401758E+05  1.2572075261E-01  3.9774816147E-03
  3.8819401758E+05  1.3575339814E-01  4.0096120436E-03
  3.8819401758E+05  1.4658665911E-01  4.0444971349E-03
  3.8819401758E+05  1.5828442547E-01  4.0823825750E-03
  3.8819401758E+05  1.7091568562E-01  4.1235365288E-03
  3.8819401758E+05  1.8455493335E-01  4.1682511859E-03
  3.8819401758E+05  1.9928260709E-01  4.2168449778E-03
  3.8819401758E+05  2.1518556436E-01  4.2696656525E-03
  3.8819401758E+05  2.3235759400E-01  4.3270935067E-03
  3.8819401758E+05  2.5089996929E-01  4.3895434281E-03
  3.8819401758E+05  2.7092204523E-01  4.4574661334E-03
  3.8819401758E+05  2.9254190344E-01  4.5313499007E-03
  3.8819401758E+05  3.1588704860E-01  4.6117227863E-03
  3.8819401758E+05  3.4109516039E-01  4.6991579408E-03
  3.8819401758E+05  3.6831490545E-01  4.7942786793E-03
  3.8819401758E+05  3.9770681421E-01  4.8977589911E-03
  3.8819401758E+05  4.2944422755E-01  5.0103239825E-03
  3.8819401758E+05  4.6371431916E-01  5.1327502143E-03
  3.8819401758E+05  5.0071919938E-01  5.2658716787E-03
  3.8819401758E+05  5.4067710714E-01  5.4105776748E-03
  3.8819401758E+05  5.8382369709E-01  5.5678089281E-03
  3.8819401758E+05  6.3041342936E-01  5.7385685849E-03
  3.8819401758E+05  6.8072107024E-01  5.9239196767E-03
  3.8819401758E+05  7.3504331267E-01  6.1249819817E-03
  3.8819401758E+05  7.9370052598E-01  6.3429201909E-03
  3.8819401758E+05  8.5703864533E-01  6.5789318388E-03
  3.8819401758E+05  9.2543121183E-01  6.8342678459E-03
  3.8819401758E+05  9.9928157557E-01  7.1102231630E-03
  3.8819401758E+05  1.0790252744E+00  7.4081165542E-03
  3.8819401758E+05  1.1651326025E+00  7.7292477520E-03
  3.8819401758E+05  1.2581113840E+00  8.0749484571E-03
  3.8819401758E+05  1.3585099681E+00  8.4465590064E-03
  3.8819401758E+05  1.4669204626E+00  8.8453449501E-03
  3.8819401758E+05  1.5839822262E+00  9.2725369959E-03
  3.8819401758E+05  1.7103856391E+00  9.7293398786E-03
  3.8819401758E+05  1.8468761745E+00  1.0216776938E-02
  3.8819401758E+05  1.9942587952E+00  1.0735778245E-02
  3.8819401758E+05  2.1534027008E+00  1.1287100294E-02
  3.8819401758E+05  2.3252464539E+00  1.1871158942E-02
  3.8819401758E+05  2.5108035155E+00  1.2488160772E-02
  3.8819401758E+05  2.7111682218E+00  1.3137739174E-02
  3.8819401758E+05  2.9275222379E+00  1.3819114298E-02
  3.8819401758E+05  3.1611415273E+00  1.4530676960E-02
  3.8819401758E+05  3.4134038766E+00  1.5270072464E-02
  3.8819401758E+05  3.6857970212E+00  1.6033756324E-02
  3.8819401758E+05  3.9799274192E+00  1.6817046974E-02
  3.8819401758E+05  4.2975297259E+00  1.7613589034E-02
  3.8819401758E+05  4.6404770237E+00  1.8415491764E-02
  3.8819401758E+05  5.0107918691E+00  1.9212713892E-02
  3.8819401758E+05  5.4106582205E+00  1.8247340969E-02
  3.8819401758E+05  5.8424343185E+00  2.3544177203E-03
  3.8819401758E+05  6.3086665938E+00  2.0783638812E-04
  3.8819401758E+05  6.8121046848E+00  2.8426110318E-05
  3.8819401758E+05  7.3557176540E+00  5.5442889774E-06
  3.8819401758E+05  7.9427114979E+00  1.3899414584E-06
  3.8819401758E+05  8.5765480550E+00  4.1567717177E-07
  3.8819401758E+05  9.2609654221E+00  1.9753254278E-07
  3.8819401758E+05  1.0000000000E+01  6.9697101899E-08
  4.9787376522E+05  5.0000000000E-03  2.2320499320E-03
  4.9787376522E+05  5.3990051491E-03  2.2327752825E-03
  4.9787376522E+05  5.8298513201E-03  2.2335587674E-03
  4.9787376522E+05  6.2950794591E-03  2.2344050674E-03
  4.9787376522E+05  6.7974332828E-03  2.2353192431E-03
  4.9787376522E+05  7.3398754590E-03  2.2363067663E-03
  4.9787376522E+05  7.9256050794E-03  2.2373735559E-03
  4.9787376522E+05  8.5580765267E-03  2.2385260141E-03
  4.9787376522E+05  9.2410198469E-03  2.2397710646E-03
  4.9787376522E+05  9.9784627473E-03  2.2411161981E-03
  4.9787376522E+05  1.0774754351E-02  2.2425695227E-03
  4.9787376522E+05  1.1634590844E-02  2.2441398090E-03
  4.9787376522E+05  1.2563043175E-02  2.2458365553E-03
  4.9787376522E+05  1.3565586958E-02  2.2476700355E-03
  4.9787376522E+05  1.4648134767E-02  2.2496513809E-03
  4.9787376522E+05  1.5817071007E-02  2.2517926470E-03
  4.9787376522E+05  1.7079289562E-02  2.2541068887E-03
  4.9787376522E+05  1.8442234458E-02  2.2566082476E-03
  4.9787376522E+05  1.9913943760E-02  2.2593120557E-03
  4.9787376522E+05  2.1503096980E-02  2.2622349254E-03
  4.9787376522E+05  2.3219066263E-02  2.2653948725E-03
  4.9787376522E+05  2.5071971662E-02  2.2688114281E-03
  4.9787376522E+05  2.7072740821E-02  2.2725057893E-03
  4.9787376522E+05  2.9233173419E-02  2.2765009516E-03
  4.9787376522E+05  3.1566010763E-02  2.2808218740E-03
  4.9787376522E+05  3.4085010929E-02  2.2854956592E-03
  4.9787376522E+05  3.6805029903E-02  2.2905517405E-03
  4.9787376522E+05  3.9742109192E-02  2.2960221011E-03
  4.9787376522E+05  4.2913570433E-02  2.3019414955E-03
  4.9787376522E+05  4.6338117547E-02  2.3083477081E-03
  4.9787376522E+05  5.0035947047E-02  2.3152818356E-03
  4.9787376522E+05  5.4028867150E-02  2.3227885857E-03
  4.9787376522E+05  5.8340426388E-02  2.3309166140E-03
  4.9787376522E+05  6.2996052495E-02  2.3397188900E-03
  4.9787376522E+05  6.8023202359E-02  2.3492531124E-03
  4.9787376522E+05  7.3451523959E-02  2.3595821388E-03
  4.9787376522E+05  7.9313031213E-02  2.3707744904E-03
  4.9787376522E+05  8.5642292783E-02  2.3829048984E-03
  4.9787376522E+05  9.2476635943E-02  2.3960549160E-03
  4.9787376522E+05  9.9856366727E-02  2.4103135852E-03
  4.9787376522E+05  1.0782500763E-01  2.4257781370E-03
  4.9787376522E+05  1.1642955428E-01  2.4425547654E-03
  4.9787376522E+05  1.2572075261E-01  2.4607594579E-03
  4.9787376522E+05  1.3575339814E-01  2.4805188277E-03
  4.9787376522E+05  1.4658665911E-01  2.5019710131E-03
  4.9787376522E+05  1.5828442547E-01  2.5252668211E-03
  4.9787376522E+05  1.7091568562E-01  2.5505707866E-03
  4.9787376522E+05  1.8455493335E-01  2.5780620959E-03
  4.9787376522E+05  1.9928260709E-01  2.6079360073E-03
  4.9787376522E+05  2.1518556436E-01  2.6404057195E-03
  4.9787376522E+05  2.3235759400E-01  2.6757042855E-03
  4.9787376522E+05  2.5089996929E-01  2.7140858075E-03
  4.9787376522E+05  2.7092204523E-01  2.7558262381E-03
  4.9787376522E+05  2.9254190344E-01  2.8012244214E-03
  4.9787376522E+05  3.1588704860E-01  2.8506034691E-03
  4.9787376522E+05  3.4109516039E-01  2.9043140107E-03
  4.9787376522E+05  3.6831490545E-01  2.9627369263E-03
  4.9787376522E+05  3.9770681421E-01  3.0262838714E-03
  4.9787376522E+05  4.2944422755E-01  3.0953977082E-03
  4.9787376522E+05  4.6371431916E-01  3.1705519194E-03
  4.9787376522E+05  5.0071919938E-01  3.2522546216E-03
  4.9787376522E+05  5.4067710714E-01  3.3410466307E-03
  4.9787376522E+05  5.8382369709E-01  3.4375004029E-03
  4.9787376522E+05  6.3041342936E-01  3.5422255895E-03
  4.9787376522E+05  6.8072107024E-01  3.6558671909E-03
  4.9787376522E+05  7.3504331267E-01  3.7791035101E-03
  4.9787376522E+05  7.9370052598E-01  3.9126371502E-03
  4.9787376522E+05  8.5703864533E-01  4.0571901697E-03
  4.9787376522E+05  9.2543121183E-01  4.2135163296E-03
  4.9787376522E+05  9.9928157557E-01  4.3823931558E-03
  4.9787376522E+05  1.0790252744E+00  4.5646059883E-03
  4.9787376522E+05  1.1651326025E+00  4.7609267199E-03
  4.9787376522E+05  1.2581113840E+00  4.9721454691E-03
  4.9787376522E+05  1.3585099681E+00  5.1990484473E-03
  4.9787376522E+05  1.4669204626E+00  5.4423644970E-03
  4.9787376522E+05  1.5839822262E+00  5.7028046121E-03
  4.9787376522E+05  1.7103856391E+00  5.9810453924E-03
  4.9787376522E+05  1.8468761745E+00  6.2776362979E-03
  4.9787376522E+05  1.9942587952E+00  6.5930709630E-03
  4.9787376522E+05  2.1534027008E+00  6.9276955019E-03
  4.9787376522E+05  2.3252464539E+00  7.2816476970E-03
  4.9787376522E+05  2.5108035155E+00  7.6548973260E-03
  4.9787376522E+05  2.7111682218E+00  8.0470324110E-03
  4.9787376522E+05  2.9275222379E+00  8.4573610567E-03
  4.9787376522E+05  3.1611415273E+00  8.8846175200E-03
  4.9787376522E+05  3.4134038766E+00  9.3270585801E-03
  4.9787376522E+05  3.6857970212E+00  9.7821195575E-03
  4.9787376522E+05  3.9799274192E+00  1.0246506495E-02
  4.9787376522E+05  4.2975297259E+00  1.0715807479E-02
  4.9787376522E+05  4.6404770237E+00  1.1184600902E-02
  4.9787376522E+05  5.0107918691E+00  1.1646094562E-02
  4.9787376522E+05  5.4106582205E+00  1.1036221289E-02
  4.9787376522E+05  5.8424343185E+00  1.4203291115E-03
  4.9787376522E+05  6.3086665938E+00  1.2500903061E-04
  4.9787376522E+05  6.8121046848E+00  1.7039346147E-05
  4.9787376522E+05  7.3557176540E+00  3.3102895215E-06
  4.9787376522E+05  7.9427114979E+00  8.2609511199E-07
  4.9787376522E+05  8.5765480550E+00  2.4574640654E-07
  4.9787376522E+05  9.2609654221E+00  1.1606434435E-07
  4.9787376522E+05  1.0000000000E+01  4.0660530413E-08
  6.3854226203E+05  5.0000000000E-03  1.3819535529E-03
  6.3854226203E+05  5.3990051491E-03  1.3823999540E-03
  6.3854226203E+05  5.8298513201E-03  1.3828821323E-03
  6.3854226203E+05  6.2950794591E-03  1.3834029670E-03
  6.3854226203E+05  6.7974332828E-03  1.3839655727E-03
  6.3854226203E+05  7.3398754590E-03  1.3845733177E-03
  6.3854226203E+05  7.9256050794E-03  1.3852298421E-03
  6.3854226203E+05  8.5580765267E-03  1.3859390868E-03
  6.3854226203E+05  9.2410198469E-03  1.3867053118E-03
  6.3854226203E+05  9.9784627473E-03  1.3875331272E-03
  6.3854226203E+05  1.0774754351E-02  1.3884275212E-03
  6.3854226203E+05  1.1634590844E-02  1.3893938917E-03
  6.3854226203E+05  1.2563043175E-02  1.3904380800E-03
  6.3854226203E+05  1.3565586958E-02  1.3915664119E-03
  6.3854226203E+05  1.4648134767E-02  1.3927857342E-03
  6.3854226203E+05  1.5817071007E-02  1.3941034637E-03
  6.3854226203E+05  1.7079289562E-02  1.3955276317E-03
  6.3854226203E+05  1.8442234458E-02  1.3970669423E-03
  6.3854226203E+05  1.9913943760E-02  1.3987308240E-03
  6.3854226203E+05  2.1503096980E-02  1.4005294996E-03
  6.3854226203E+05  2.3219066263E-02  1.4024740501E-03
  6.3854226203E+05  2.5071971662E-02  1.4045764937E-03
  6.3854226203E+05  2.7072740821E-02  1.4068498671E-03
  6.3854226203E+05  2.9233173419E-02  1.4093083148E-03
  6.3854226203E+05  3.1566010763E-02  1.4119671898E-03
  6.3854226203E+05  3.4085010929E-02  1.4148431621E-03
  6.3854226203E+05  3.6805029903E-02  1.4179543359E-03
  6.3854226203E+05  3.9742109192E-02  1.4213203781E-03
  6.3854226203E+05  4.2913570433E-02  1.4249626622E-03
  6.3854226203E+05  4.6338117547E-02  1.4289044259E-03
  6.3854226203E+05  5.0035947047E-02  1.4331709353E-03
  6.3854226203E+05  5.4028867150E-02  1.4377896797E-03
  6.3854226203E+05  5.8340426388E-02  1.4427905728E-03
  6.3854226203E+05  6.2996052495E-02  1.4482061811E-03
  6.3854226203E+05  6.8023202359E-02  1.4540719684E-03
  6.3854226203E+05  7.3451523959E-02  1.4604265699E-03
  6.3854226203E+05  7.9313031213E-02  1.4673120972E-03
  6.3854226203E+05  8.5642292783E-02  1.4747744734E-03
  6.3854226203E+05  9.2476635943E-02  1.4828638092E-03
  6.3854226203E+05  9.9856366727E-02  1.4916348016E-03
  6.3854226203E+05  1.0782500763E-01  1.5011471709E-03
  6.3854226203E+05  1.1642955428E-01  1.5114661461E-03
  6.3854226203E+05  1.2572075261E-01  1.5226629486E-03
  6.3854226203E+05  1.3575339814E-01  1.5348153007E-03
  6.3854226203E+05  1.4658665911E-01  1.5480080010E-03
  6.3854226203E+05  1.5828442547E-01  1.5623336278E-03
  6.3854226203E+05  1.7091568562E-01  1.5778931168E-03
  6.3854226203E+05  1.8455493335E-01  1.5947963670E-03
  6.3854226203E+05  1.9928260709E-01  1.6131631076E-03
  6.3854226203E+05  2.1518556436E-01  1.6331240559E-03
  6.3854226203E+05  2.3235759400E-01  1.6548220237E-03
  6.3854226203E+05  2.5089996929E-01  1.6784126323E-03
  6.3854226203E+05  2.7092204523E-01  1.7040648347E-03
  6.3854226203E+05  2.9254190344E-01  1.7319615368E-03
  6.3854226203E+05  3.1588704860E-01  1.7623004612E-03
  6.3854226203E+05  3.4109516039E-01  1.7952960786E-03
  6.3854226203E+05  3.6831490545E-01  1.8311811122E-03
  6.3854226203E+05  3.9770681421E-01  1.8702069872E-03
  6.3854226203E+05  4.2944422755E-01  1.9126441401E-03
  6.3854226203E+05  4.6371431916E-01  1.9587812356E-03
  6.3854226203E+05  5.0071919938E-01  2.0089277346E-03
  6.3854226203E+05  5.4067710714E-01  2.0634124839E-03
  6.3854226203E+05  5.8382369709E-01  2.1225838765E-03
  6.3854226203E+05  6.3041342936E-01  2.1868121728E-03
  6.3854226203E+05  6.8072107024E-01  2.2564887460E-03
  6.3854226203E+05  7.3504331267E-01  2.3320241532E-03
  6.3854226203E+05  7.9370052598E-01  2.4138418185E-03
  6.3854226203E+05  8.5703864533E-01  2.5023772305E-03
  6.3854226203E+05  9.2543121183E-01  2.5980840498E-03
  6.3854226203E+05  9.9928157557E-01  2.7014285673E-03
  6.3854226203E+05  1.0790252744E+00  2.8128772818E-03
  6.3854226203E+05  1.1651326025E+00  2.9328886326E-03
  6.3854226203E+05  1.2581113840E+00  3.0619299471E-03
  6.3854226203E+05  1.3585099681E+00  3.2004602387E-03
  6.3854226203E+05  1.4669204626E+00  3.3488976222E-03
  6.3854226203E+05  1.5839822262E+00  3.5076502437E-03
  6.3854226203E+05  1.7103856391E+00  3.6770923695E-03
  6.3854226203E+05  1.8468761745E+00  3.8575137469E-03
  6.3854226203E+05  1.9942587952E+00  4.0491677266E-03
  6.3854226203E+05  2.1534027008E+00  4.2521908529E-03
  6.3854226203E+05  2.3252464539E+00  4.4665960690E-03
  6.3854226203E+05  2.5108035155E+00  4.6922622408E-03
  6.3854226203E+05  2.7111682218E+00  4.9288240728E-03
  6.3854226203E+05  2.9275222379E+00  5.1757168610E-03
  6.3854226203E+05  3.1611415273E+00  5.4319975468E-03
  6.3854226203E+05  3.4134038766E+00  5.6964015610E-03
  6.3854226203E+05  3.6857970212E+00  5.9671240147E-03
  6.3854226203E+05  3.9799274192E+00  6.2418733585E-03
  6.3854226203E+05  4.2975297259E+00  6.5176411500E-03
  6.3854226203E+05  4.6404770237E+00  6.7907371636E-03
  6.3854226203E+05  5.0107918691E+00  7.0566281914E-03
  6.3854226203E+05  5.4106582205E+00  6.6715512150E-03
  6.3854226203E+05  5.8424343185E+00  8.5631438966E-04
  6.3854226203E+05  6.3086665938E+00  7.5135633097E-05
  6.3854226203E+05  6.8121046848E+00  1.0204909830E-05
  6.3854226203E+05  7.3557176540E+00  1.9743861128E-06
  6.3854226203E+05  7.9427114979E+00  4.9036893546E-07
  6.3854226203E+05  8.5765480550E+00  1.4506918919E-07
  6.3854226203E+05  9.2609654221E+00  6.8076343153E-08
  6.3854226203E+05  1.0000000000E+01  2.3671665900E-08
  8.1895502210E+05  5.0000000000E-03  8.5577676050E-04
  8.1895502210E+05  5.3990051491E-03  8.5605151092E-04
  8.1895502210E+05  5.8298513201E-03  8.5634828078E-04
  8.1895502210E+05  6.2950794591E-03  8.5666884144E-04
  8.1895502210E+05  6.7974332828E-03  8.5701511076E-04
  8.1895502210E+05  7.3398754590E-03  8.5738916078E-04
  8.1895502210E+05  7.9256050794E-03  8.5779323240E-04
  8.1895502210E+05  8.5580765267E-03  8.5822975028E-04
  8.1895502210E+05  9.2410198469E-03  8.5870133610E-04
  8.1895502210E+05  9.9784627473E-03  8.5921082699E-04
  8.1895502210E+05  1.0774754351E-02  8.5976129238E-04
  8.1895502210E+05  1.1634590844E-02  8.6035605400E-04
  8.1895502210E+05  1.2563043175E-02  8.6099870621E-04
  8.1895502210E+05  1.3565586958E-02  8.6169314169E-04
  8.1895502210E+05  1.4648134767E-02  8.6244357381E-04
  8.1895502210E+05  1.5817071007E-02  8.6325456533E-04
  8.1895502210E+05  1.7079289562E-02  8.6413105950E-04
  8.1895502210E+05  1.8442234458E-02  8.6507840943E-04
  8.1895502210E+05  1.9913943760E-02  8.6610241871E-04
  8.1895502210E+05  2.1503096980E-02  8.6720937516E-04
  8.1895502210E+05  2.3219066263E-02  8.6840609761E-04
  8.1895502210E+05  2.5071971662E-02  8.6969997845E-04
  8.1895502210E+05  2.7072740821E-02  8.7109903809E-04
  8.1895502210E+05  2.9233173419E-02  8.7261197860E-04
  8.1895502210E+05  3.1566010763E-02  8.7424824417E-04
  8.1895502210E+05  3.4085010929E-02  8.7601808756E-04
  8.1895502210E+05  3.6805029903E-02  8.7793264509E-04
  8.1895502210E+05  3.9742109192E-02  8.8000401200E-04
  8.1895502210E+05  4.2913570433E-02  8.8224533445E-04
  8.1895502210E+05  4.6338117547E-02  8.8467090139E-04
  8.1895502210E+05  5.0035947047E-02  8.8729625139E-04
  8.1895502210E+05  5.4028867150E-02  8.9013828689E-04
  8.1895502210E+05  5.8340426388E-02  8.9321540022E-04
  8.1895502210E+05  6.2996052495E-02  8.9654761261E-04
  8.1895502210E+05  6.8023202359E-02  9.0015672560E-04
  8.1895502210E+05  7.3451523959E-02  9.0406648733E-04
  8.1895502210E+05  7.9313031213E-02  9.0830277975E-04
  8.1895502210E+05  8.5642292783E-02  9.1289382479E-04
  8.1895502210E+05  9.2476635943E-02  9.1787041329E-04
  8.1895502210E+05  9.9856366727E-02  9.2326614619E-04
  8.1895502210E+05  1.0782500763E-01  9.2911771078E-04
  8.1895502210E+05  1.1642955428E-01  9.3546517145E-04
  8.1895502210E+05  1.2572075261E-01  9.4235226334E-04
  8.1895502210E+05  1.3575339814E-01  9.4982669924E-04
  8.1895502210E+05  1.4658665911E-01  9.5794054198E-04
  8.1895502210E+05  1.5828442547E-01  9.6675062016E-04
  8.1895502210E+05  1.7091568562E-01  9.7631885437E-04
  8.1895502210E+05  1.8455493335E-01  9.8671265080E-04
  8.1895502210E+05  1.9928260709E-01  9.9800543086E-04
  8.1895502210E+05  2.1518556436E-01  1.0102773388E-03
  8.1895502210E+05  2.3235759400E-01  1.0236158837E-03
  8.1895502210E+05  2.5089996929E-01  1.0381163709E-03
  8.1895502210E+05  2.7092204523E-01  1.0538822453E-03
  8.1895502210E+05  2.9254190344E-01  1.0710254516E-03
  8.1895502210E+05  3.1588704860E-01  1.0896669911E-03
  8.1895502210E+05  3.4109516039E-01  1.1099380286E-03
  8.1895502210E+05  3.6831490545E-01  1.1319807499E-03
  8.1895502210E+05  3.9770681421E-01  1.1559487298E-03
  8.1895502210E+05  4.2944422755E-01  1.1820070544E-03
  8.1895502210E+05  4.6371431916E-01  1.2103317229E-03
  8.1895502210E+05  5.0071919938E-01  1.2411111058E-03
  8.1895502210E+05  5.4067710714E-01  1.2745451659E-03
  8.1895502210E+05  5.8382369709E-01  1.3108459281E-03
  8.1895502210E+05  6.3041342936E-01  1.3502381283E-03
  8.1895502210E+05  6.8072107024E-01  1.3929592099E-03
  8.1895502210E+05  7.3504331267E-01  1.4392574808E-03
  8.1895502210E+05  7.9370052598E-01  1.4893878723E-03
  8.1895502210E+05  8.5703864533E-01  1.5436130873E-03
  8.1895502210E+05  9.2543121183E-01  1.6022058099E-03
  8.1895502210E+05  9.9928157557E-01  1.6654452963E-03
  8.1895502210E+05  1.0790252744E+00  1.7336079490E-03
  8.1895502210E+05  1.1651326025E+00  1.8069659459E-03
  8.1895502210E+05  1.2581113840E+00  1.8857948882E-03
  8.1895502210E+05  1.3585099681E+00  1.9703610250E-03
  8.1895502210E+05  1.4669204626E+00  2.0609034702E-03
  8.1895502210E+05  1.5839822262E+00  2.1576546024E-03
  8.1895502210E+05  1.7103856391E+00  2.2608172692E-03
  8.1895502210E+05  1.8468761745E+00  2.3705410076E-03
  8.1895502210E+05  1.9942587952E+00  2.4869484751E-03
  8.1895502210E+05  2.1534027008E+00  2.6100761066E-03
  8.1895502210E+05  2.3252464539E+00  2.7398873107E-03
  8.1895502210E+05  2.5108035155E+00  2.8762411014E-03
  8.1895502210E+05  2.7111682218E+00  3.0188453085E-03
  8.1895502210E+05  2.9275222379E+00  3.1672622761E-03
  8.1895502210E+05  3.1611415273E+00  3.3208132718E-03
  8.1895502210E+05  3.4134038766E+00  3.4785964634E-03
  8.1895502210E+05  3.6857970212E+00  3.6393664317E-03
  8.1895502210E+05  3.9799274192E+00  3.8015449016E-03
  8.1895502210E+05  4.2975297259E+00  3.9631083070E-03
  8.1895502210E+05  4.6404770237E+00  4.1215674898E-03
  8.1895502210E+05  5.0107918691E+00  4.2739274013E-03
  8.1895502210E+05  5.4106582205E+00  4.0309224041E-03
  8.1895502210E+05  5.8424343185E+00  5.1593998769E-04
  8.1895502210E+05  6.3086665938E+00  4.5124737708E-05
  8.1895502210E+05  6.8121046848E+00  6.1060765544E-06
  8.1895502210E+05  7.3557176540E+00  1.1762938251E-06
  8.1895502210E+05  7.9427114979E+00  2.9069747303E-07
  8.1895502210E+05  8.5765480550E+00  8.5502872499E-08
  8.1895502210E+05  9.2609654221E+00  3.9855123109E-08
  8.1895502210E+05  1.0000000000E+01  1.3750753520E-08
  1.0503413292E+06  5.0000000000E-03  5.3003719001E-04
  1.0503413292E+06  5.3990051491E-03  5.3020630656E-04
  1.0503413292E+06  5.8298513201E-03  5.3038897609E-04
  1.0503413292E+06  6.2950794591E-03  5.3058628960E-04
  1.0503413292E+06  6.7974332828E-03  5.3079942647E-04
  1.0503413292E+06  7.3398754590E-03  5.3102966252E-04
  1.0503413292E+06  7.9256050794E-03  5.3127837683E-04
  1.0503413292E+06  8.5580765267E-03  5.3154706145E-04
  1.0503413292E+06  9.2410198469E-03  5.3183733035E-04
  1.0503413292E+06  9.9784627473E-03  5.3215092902E-04
  1.0503413292E+06  1.0774754351E-02  5.3248974692E-04
  1.0503413292E+06  1.1634590844E-02  5.3285582761E-04
  1.0503413292E+06  1.2563043175E-02  5.3325138391E-04
  1.0503413292E+06  1.3565586958E-02  5.3367881076E-04
  1.0503413292E+06  1.4648134767E-02  5.3414070118E-04
  1.0503413292E+06  1.5817071007E-02  5.3463986292E-04
  1.0503413292E+06  1.7079289562E-02  5.3517933779E-04
  1.0503413292E+06  1.8442234458E-02  5.3576241982E-04
  1.0503413292E+06  1.9913943760E-02  5.3639267978E-04
